?OVERALL INDIVIDUAL RESULTS:

EventKey,Pen,Position,Name,Team,Country,Time,DeltaTime,Distance,DeltaDistance,Points,Gender,UID,ARR,ARRBand,EventRating,EventRatingBand,AgeBand,NGB,NGB ID,UCI ID
"93380","2","1","Boubacar Demb?l?","",MLI,"3493.466","0","34942.55","0","0",Bot,"Bot9895","1132","Gold 2","1128","Gold 2","","","",""
"93380","2","2","Koa Jibas","Douvan",MHL,"3493.636","0.17","34942.55","0","0",Bot,"Bot6736","1123","Gold 2","1124","Gold 2","","","",""
"93380","2","3","Kai Schulz","",GER,"3538.629","45.163","34942.55","0","0",Bot,"Bot2250","1051","Gold 1","1050","Gold 1","","","",""
"93380","2","4","Pietro Baldi","",ITA,"3543.618","50.151","34942.55","0","0",Bot,"Bot4249","1068","Gold 1","1063","Gold 1","","","",""
"93380","2","5","Lane Cunningham","Base",RSA,"3576.75","83.284","34942.55","0","0",Bot,"Bot1525","1079","Gold 1","1080","Gold 1","","","",""
"93380","2","6","Osvaldo Wyatt","",RSA,"3582.213","88.746","34942.55","0","0",Bot,"Bot8587","1048","Gold 1","1048","Gold 1","","","",""
"93380","2","7","Bashir Abdulla","Zonkify",UAE,"3582.986","89.519","34942.55","0","0",Bot,"Bot1709","976","Silver 3","977","Silver 3","","","",""
"93380","2","8","Fernand Chevalier","",FRA,"3583.304","89.837","34942.55","0","0",Bot,"Bot259","974","Silver 3","973","Silver 3","","","",""
"93380","2","9","Erwin Kraus","",SUI,"3598.137","104.67","34942.55","0","0",Bot,"Bot2190","1014","Gold 1","1011","Gold 1","","","",""
"93380","2","10","Adama Sidib?","Sherpa",MLI,"3605.725","112.259","34942.55","0","0",Bot,"Bot3820","963","Silver 3","970","Silver 3","","","",""
"93380","2","11","Lars Collard","Kumori",BEL,"3605.993","112.526","34942.55","0","0",Bot,"Bot140","1012","Gold 1","1015","Gold 1","","","",""
"93380","2","12","Pedro Carneiro","",POR,"3627.831","134.364","34942.55","0","0",Bot,"Bot8389","1123","Gold 2","1125","Gold 2","","","",""
"93380","2","13","Scotty Allison","",AUS,"3629.672","136.206","34942.55","0","0",Bot,"Bot8258","977","Silver 3","978","Silver 3","","","",""
"93380","2","14","Roberto Anderson","",USA,"3630.112","136.646","34942.55","0","0",Bot,"Bot758","1085","Gold 1","1086","Gold 1","","","",""
"93380","2","15","Yanai Shachar","Nuvio",ISR,"3630.322","136.856","34942.55","0","0",Bot,"Bot6806","1143","Gold 2","1147","Gold 2","","","",""
"93380","2","16","Maribel Vaughn","",AUS,"3631.018","137.551","34942.55","0","0",Bot,"Bot1391","903","Silver 3","897","Silver 2","","","",""
"93380","2","17","Leo Watkins","",WAL,"3690.511","197.045","34942.55","0","0",Bot,"Bot6155","879","Silver 2","885","Silver 2","","","",""
"93380","2","18","Armando Thomas","Nitro",USA,"3712.333","218.867","34942.55","0","0",Bot,"Bot6237","871","Silver 2","879","Silver 2","","","",""
"93380","2","19","Abel Parra","",GBR,"3718.011","224.545","34942.55","0","0",Bot,"Bot1570","905","Silver 3","912","Silver 3","","","",""
"93380","2","20","Guillaume Ferguson","",CAN,"3726.662","233.196","34942.55","0","0",Bot,"Bot8760","875","Silver 2","874","Silver 2","","","",""
"93380","2","21","Raimo Manninen","",FIN,"3732.786","239.319","34942.55","0","0",Bot,"Bot3869","1022","Gold 1","1015","Gold 1","","","",""
"93380","2","22","Laura Lara","",ESP,"3736","242.534","34942.55","0","0",Bot,"Bot9976","828","Silver 2","824","Silver 2","","","",""
"93380","2","23","Tom Lambert","Windsail",BEL,"3748.906","255.44","34942.55","0","0",Bot,"Bot6223","855","Silver 2","870","Silver 2","","","",""
"93380","2","24","Tamera Jefferson","",USA,"3750.666","257.2","34942.55","0","0",Bot,"Bot5868","823","Silver 2","819","Silver 2","","","",""
"93380","2","25","Marquita Doyle","",GBR,"3750.991","257.525","34942.55","0","0",Bot,"Bot2879","875","Silver 2","863","Silver 2","","","",""
"93380","2","26","Alejandro Guerrero","Saint",COL,"3753.139","259.672","34942.55","0","0",Bot,"Bot832","1072","Gold 1","1074","Gold 1","","","",""
"93380","2","27","Karyn Becker","",SGP,"3754.705","261.238","34942.55","0","0",Bot,"Bot6245","815","Silver 2","807","Silver 2","","","",""
"93380","2","28","Desmond Pugh","Meisterkuhl",GBR,"3788.636","295.169","34942.55","0","0",Bot,"Bot922","812","Silver 2","812","Silver 2","","","",""
"93380","2","29","Lenny Glass","",AUS,"3792.434","298.968","34942.55","0","0",Bot,"Bot3294","888","Silver 2","899","Silver 2","","","",""
"93380","2","30","Robert Lecomte","",FRA,"3794.186","300.719","34942.55","0","0",Bot,"Bot7676","746","Silver 1","750","Silver 1","","","",""
